15:54:27 ,  , AT+SEND=1,,
15:54:30 ,  ,  OK ,
15:54:32 ,  , AT+NJS,1,OK ,
15:54:35 ,  , AT+PING,,
15:54:38 ,  , -30;6.2,OK ,
15:54:43 ,  , AT+NLC,,
15:54:48 ,  , 28;1,OK ,
