18:43:24 ,  , AT+SEND=1,
18:43:27 , Ent ,  OK 
18:43:30 , Entrance Hall , AT+SEND=1,
18:43:33 , Entrance Hall ,  OK 
18:43:39 , Toilets East , AT+SEND=1,
18:43:42 , Toilets East ,  OK 
