18:50:37 , Hut , AT+SEND=1,the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
18:50:40 , Hut ,  OK the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
18:51:26 , Hut , AT+NJS=?,AT+NJS: (0,1),OK the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
18:51:30 , Hut , AT+PING=?,AT+PING: (-140-0),(-20.0-20.0),OK the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
18:51:31 , Hut , AT+NLC=?,AT+NLC: (-20.0-20.0),(1-),OK the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
18:51:33 , Hut , AT+NJS=?,AT+NJS: (0,1),OK AT+PING=?,AT+PING: (-140-0),(-20.0-20.0),OK AT+NLC=?,AT+NLC: (-20.0-20.0),(1-),OK the Hut is fab this is the most text you can write in this box. It is quick a bit of text if you want to write that much and kepp on writing so this is the best thing we can do
