18:53:50 ; hut ; AT+SEND=1;;A lot of test about the hut
18:53:53 ; hut ;  OK ;A lot of test about the hut
18:54:43 ; hut ; AT+PING=?;AT+PING: (-140-0),(-20.0-20.0);OK ;A lot of test about the hut
