19:10:11 ,  , AT+SEND=1,,
19:10:14 ,  ,  OK ,
19:10:16 ,  , AT+NJS=?,AT+NJS: (0;1),OK ,
19:10:17 ,  , AT+PING=?,AT+PING: (-140-0);(-20.0-20.0),OK ,
19:10:19 ,  , AT+NLC=?,AT+NLC: (-20.0-20.0);(1-),OK ,
19:10:21 ,  , AT+NJS=?,AT+NJS: (0;1),OK AT+PING=?,AT+PING: (-140-0);(-20.0-20.0),OK AT+NLC=?,AT+NLC: (-20.0-20.0);(1-),OK ,
