19:08:20 ,  , AT+NJS=?,AT+NJS: (0;1),OK ,ths is the quick brown fox jumping over the lazy dog who is very fast and also red iwht a bit of blakc on it and I want to 
19:08:24 ,  , AT+SEND=1,,ths is the quick brown fox jumping over the lazy dog who is very fast and also red iwht a bit of blakc on it and I want to 
19:08:27 ,  ,  OK ,ths is the quick brown fox jumping over the lazy dog who is very fast and also red iwht a bit of blakc on it and I want to 
